"","X","id","Q1","Q2","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","density","areapc"
"10317",10434,5699,1,3,2,"广东省","汕头市","金平区",6,1,220,6,3,1,"2023/1/24",3,4,3,3,5013.369256,36.6666666666667
"10318",10435,7124,2,2,1,"广东省","广州市","番禺区",4,3,50,1,NA,1,"2022/12/17",3,5,4,NA,3128.994635,50
"10319",10436,5316,1,3,1,"广东省","广州市","越秀区",2,10,50,4,2,1,"2022/12/10",4,5,5,5,31212,12.5
"10320",10437,7809,1,3,1,"广东省","广州市","白云区",2,4,99,5,3,1,"2022/12/26",3,7,5,5,5276.0229,19.8
"10321",10438,4021,2,3,1,"广东省","广州市","荔湾区",2,4,84,4,2,1,"2022/12/16",4,5,5,5,19839,21
"10322",10439,3115,2,3,1,"广东省","广州市","白云区",1,4,85,2,2,2,"",0,5,4,4,5276.0229,42.5
"10323",10440,7769,2,3,1,"广东省","深圳市","罗湖区",2,2,94,4,2,1,"2022/1/29",3,5,5,5,14615,23.5
"10324",10441,8029,2,3,1,"广东省","广州市","南沙区",2,6,92,5,4,1,"2022/12/18",4,5,5,5,2291.665324,18.4
"10325",10442,7001,2,4,1,"广东省","广州市","越秀区",2,10,88,7,4,1,"2022/12/10",4,6,5,5,31212,12.5714285714286
"10326",10443,5450,2,2,2,"广东省","广州市","黄埔区",4,3,40,3,2,1,"2022/12/22",3,4,5,6,2459,13.3333333333333
"10327",10444,4543,2,3,1,"广东省","广州市","荔湾区",2,3,123,3,2,1,"2022/12/22",4,6,5,6,19839,41
"10328",10445,8807,2,3,1,"广东省","江门市","蓬江区",3,6,135,4,2,2,"",0,5,5,5,2339.37778,33.75
"10329",10446,6622,2,3,1,"广东省","广州市","海珠区",3,4,96,3,2,1,"2022/12/25",2,6,5,5,19890,32
"10330",10447,7777,1,2,2,"广东省","汕尾市","陆丰市",6,1,90,4,4,2,"",0,2,3,2,662.89614,22.5
"10331",10448,5717,2,2,1,"广东省","广州市","天河区",1,3,120,4,4,1,"2022/12/15",2,5,4,4,23333,30
"10332",10449,3904,1,4,1,"广东省","广州市","白云区",2,2,85,2,2,2,"",0,5,5,3,5276.0229,42.5
"10333",10450,7391,2,3,1,"广东省","广州市","黄埔区",3,4,105,3,2,1,"2023/1/7",4,6,5,5,2459,35
"10334",10451,8958,2,4,1,"广东省","深圳市","罗湖区",3,5,95,5,2,1,"2022/12/14",4,6,5,4,14615,19
"10335",10452,4425,2,2,1,"广东省","深圳市","福田区",1,4,60,2,2,1,"2022/12/20",4,5,5,5,19872,30
"10336",10453,3652,1,5,1,"广东省","佛山市","禅城区",3,4,92,3,3,1,"2022/12/21",4,3,4,5,7881.33145,30.6666666666667
"10337",10454,5723,1,3,1,"广东省","广州市","荔湾区",3,6,92,6,4,1,"2022/12/19",3,5,5,4,19839,15.3333333333333
"10338",10455,7696,2,4,1,"广东省","广州市","荔湾区",3,2,105,4,2,2,"",0,7,5,5,19839,26.25
"10339",10456,5419,2,2,1,"广东省","广州市","荔湾区",2,3,93,3,3,1,"2022/12/16",2,5,5,5,19839,31
"10340",10457,3693,2,2,1,"广东省","广州市","白云区",2,4,120,5,3,1,"2022/12/26",4,6,3,3,5276.0229,24
"10341",10458,6159,2,4,1,"广东省","广州市","海珠区",1,4,102,3,2,1,"2022/12/21",4,5,4,4,19890,34
"10342",10459,7060,2,2,2,"广东省","江门市","鹤山市",6,1,195,4,3,1,"2022/12/20",4,4,5,5,453.1241136,48.75
"10343",10460,6290,2,1,1,"广东省","广州市","荔湾区",5,6,55,3,3,1,"2022/12/31",4,5,2,3,19839,18.3333333333333
"10344",10461,7062,2,2,1,"广东省","广州市","天河区",3,3,85,4,2,1,"2023/1/9",4,6,5,5,23333,21.25
"10345",10462,5902,2,3,1,"广东省","广州市","天河区",3,4,100,3,2,1,"2022/12/15",4,5,5,5,23333,33.3333333333333
"10346",10463,5345,2,2,1,"广东省","深圳市","罗湖区",3,5,86,3,3,1,"2022/12/9",1,5,4,4,14615,28.6666666666667
"10347",10464,5219,2,3,1,"广东省","广州市","天河区",3,2,121,3,2,1,"2022/12/22",4,6,5,5,23333,40.3333333333333
"10348",10465,5348,1,2,1,"广东省","广州市","天河区",4,2,95,4,2,1,"2022/12/16",4,6,5,5,23333,23.75
"10349",10466,8054,1,3,1,"广东省","阳江市","阳西县",6,1,235,6,2,1,"2022/12/15",4,6,5,5,293.4678195,39.1666666666667
"10350",10467,7664,2,4,1,"广东省","肇庆市","端州区",3,3,93,5,4,1,"2022/12/20",4,3,3,4,3629.531719,18.6
"10351",10468,4877,1,2,1,"广东省","广州市","白云区",2,4,100,5,3,1,"2022/12/19",4,5,4,2,5276.0229,20
"10352",10469,2940,2,2,1,"广东省","佛山市","顺德区",3,10,78,2,2,1,"2022/12/22",3,2,5,4,3732.083111,39
"10353",10470,5224,1,2,1,"广东省","汕头市","金平区",5,1,115,5,4,1,"2022/12/22",4,4,4,4,5013.369256,23
"10354",10471,8709,2,4,1,"广东省","广州市","荔湾区",2,3,130,4,3,2,"",0,6,7,7,19839,32.5
"10355",10472,8708,2,2,1,"广东省","广州市","荔湾区",3,4,100,2,1,1,"2022/12/29",3,5,5,1,19839,50
"10356",10473,3023,2,2,1,"广东省","广州市","天河区",3,10,75,3,3,1,"2022/12/18",4,5,5,5,23333,25
"10357",10474,8839,2,3,1,"广东省","佛山市","南海区",1,4,91,4,3,1,"2022/12/22",4,3,4,4,3134.139454,22.75
"10358",10475,6607,1,1,1,"广东省","深圳市","福田区",1,3,85,2,2,1,"2022/3/12",1,6,3,4,19872,42.5
"10359",10476,2726,2,3,1,"广东省","广州市","海珠区",4,2,100,3,2,1,"2022/12/23",3,5,5,5,19890,33.3333333333333
"10360",10477,4236,2,4,1,"广东省","广州市","海珠区",3,2,95,4,4,1,"2022/12/25",4,6,4,4,19890,23.75
"10361",10478,8890,2,3,1,"广东省","广州市","白云区",3,4,50,3,2,1,"2022/12/12",4,5,5,3,5276.0229,16.6666666666667
"10362",10479,8846,2,3,1,"广东省","江门市","蓬江区",3,6,121,4,2,2,"",0,4,5,5,2339.37778,30.25
"10363",10480,7680,1,2,1,"广东省","广州市","越秀区",4,10,60,2,2,1,"2023/1/1",4,5,5,6,31212,30
"10364",10481,6146,2,2,1,"广东省","深圳市","龙岗区",5,2,100,3,1,1,"2022/12/16",3,5,5,3,4390.330641,33.3333333333333
"10365",10482,8071,2,3,1,"广东省","广州市","荔湾区",2,4,95,3,2,1,"2023/1/1",3,6,5,6,19839,31.6666666666667
"10366",10483,8072,2,3,1,"广东省","广州市","海珠区",2,4,90,3,2,1,"2022/12/31",4,7,5,6,19890,30
"10367",10484,5238,1,2,1,"广东省","广州市","白云区",2,4,98,3,2,1,"2022/12/20",3,5,5,5,5276.0229,32.6666666666667
"10368",10485,7175,2,5,1,"广东省","广州市","荔湾区",3,5,128,4,3,2,"",0,6,3,5,19839,32
"10369",10486,4071,2,3,1,"广东省","广州市","天河区",4,10,40,4,4,2,"",0,4,4,4,23333,10
"10370",10487,8597,2,4,1,"广东省","深圳市","福田区",4,6,57,2,2,2,"",0,5,4,5,19872,28.5
"10371",10488,7558,2,2,1,"广东省","茂名市","信宜市",5,1,92,1,NA,1,"2022/12/27",4,3,5,NA,300.5758493,92
"10372",10489,8468,2,3,1,"广东省","珠海市","金湾区",3,6,125,4,3,1,"2022/12/15",3,5,5,6,770.0730405,31.25
"10373",10490,2542,2,2,1,"广东省","广州市","白云区",6,1,95,4,3,1,"2022/12/29",4,5,4,5,5276.0229,23.75
"10374",10491,8083,1,2,1,"广东省","广州市","天河区",2,4,115,3,3,1,"2023/1/6",4,5,5,5,23333,38.3333333333333
"10375",10492,8472,2,3,2,"广东省","中山市","中山市",4,2,90,4,2,2,"",0,2,4,4,2373.58674,22.5
"10376",10493,4860,2,2,2,"广东省","佛山市","南海区",6,1,200,6,3,2,"",0,3,5,3,3134.139454,33.3333333333333
"10377",10494,6541,2,5,1,"广东省","深圳市","龙岗区",4,2,85,3,3,1,"2023/1/3",4,5,3,3,4390.330641,28.3333333333333
"10378",10495,4639,1,4,2,"广东省","广州市","花都区",4,3,70,3,2,1,"2022/12/30",3,5,4,4,1567.445487,23.3333333333333
"10379",10496,5722,2,2,1,"广东省","广州市","荔湾区",5,2,45,3,3,1,"2022/10/29",4,5,5,3,19839,15
"10380",10497,6759,1,3,1,"广东省","广州市","天河区",2,6,88,4,2,1,"2023/1/3",4,6,5,5,23333,22
"10381",10498,4166,2,3,1,"广东省","深圳市","福田区",2,2,120,6,3,1,"2022/12/18",3,6,5,5,19872,20
"10382",10499,8476,2,2,1,"广东省","佛山市","南海区",2,2,86,3,2,1,"2022/12/29",4,2,5,2,3134.139454,28.6666666666667
"10383",10500,6413,2,3,1,"广东省","深圳市","南山区",6,1,50,7,7,1,"2022/12/24",2,5,5,5,9679,7.14285714285714
"10384",10501,7961,2,4,1,"广东省","广州市","花都区",3,2,110,4,2,1,"2023/1/1",1,6,6,6,1567.445487,27.5
"10385",10502,8261,2,3,1,"广东省","佛山市","禅城区",3,5,130,5,3,1,"2022/12/1",4,5,4,5,7881.33145,26
"10386",10503,4222,1,5,1,"广东省","广州市","越秀区",4,10,70,4,3,1,"2022/12/27",4,5,3,5,31212,17.5
"10387",10504,7194,2,3,1,"广东省","广州市","荔湾区",2,3,177,5,2,1,"2022/1/20",3,6,5,6,19839,35.4
"10388",10505,8095,2,3,1,"广东省","广州市","海珠区",3,1,160,3,2,1,"2022/9/25",3,7,5,5,19890,53.3333333333333
"10389",10506,5000,2,3,1,"广东省","广州市","天河区",2,2,107,5,5,1,"2022/12/23",3,7,5,5,23333,21.4
"10390",10507,7968,2,3,1,"广东省","广州市","萝岗区",3,2,105,4,2,1,"2023/1/3",1,6,5,6,NA,26.25
"10391",10508,8930,1,2,1,"广东省","广州市","增城区",3,3,160,3,3,1,"2023/1/17",3,7,5,5,941,53.3333333333333
"10392",10509,4611,1,5,1,"广东省","广州市","花都区",5,3,100,3,3,2,"",0,5,3,3,1567.445487,33.3333333333333
"10393",10510,3842,2,3,1,"广东省","广州市","天河区",2,4,89,4,2,1,"2022/12/13",3,5,5,5,23333,22.25
"10394",10511,9065,1,3,1,"广东省","湛江市","赤坎区",2,3,170,5,5,1,"2022/12/14",4,5,5,4,6149.281826,34
"10395",10512,5138,1,3,1,"广东省","广州市","越秀区",3,4,101,4,2,1,"2022/12/4",4,5,6,5,31212,25.25
"10396",10513,5183,2,3,1,"广东省","深圳市","南山区",5,2,100,3,2,1,"2023/1/10",3,5,5,5,9679,33.3333333333333
"10397",10514,6219,2,4,1,"广东省","广州市","越秀区",4,2,88,2,2,1,"2022/12/23",4,5,4,2,31212,44
"10398",10515,7160,1,3,1,"广东省","深圳市","福田区",1,6,101,4,3,1,"2022/12/20",1,5,4,4,19872,25.25
"10399",10516,4015,1,3,1,"广东省","广州市","天河区",2,10,80,6,4,1,"2023/1/1",4,5,5,5,23333,13.3333333333333
"10400",10517,5958,1,4,1,"广东省","广州市","海珠区",1,2,190,4,2,2,"",0,6,5,4,19890,47.5
"10401",10518,8672,2,3,1,"广东省","广州市","花都区",2,4,126,3,3,1,"2022/12/16",3,5,3,3,1567.445487,42
"10402",10519,8501,2,2,1,"广东省","广州市","天河区",4,4,85,7,5,1,"2022/12/18",4,5,4,4,23333,12.1428571428571
"10403",10520,8941,2,3,1,"广东省","佛山市","顺德区",4,3,115,5,3,1,"2022/12/8",4,4,5,5,3732.083111,23
"10404",10522,7512,2,2,1,"广东省","广州市","海珠区",2,3,130,3,2,1,"2022/12/22",3,5,5,5,19890,43.3333333333333
"10405",10523,7853,1,3,1,"广东省","深圳市","宝安区",2,4,70,3,3,1,"2022/12/22",4,5,5,5,6035.573397,23.3333333333333
"10406",10524,8241,1,3,2,"广东省","湛江市","廉江市",6,1,195,6,3,1,"2022/12/19",4,4,3,3,448.4864977,32.5
"10407",10525,4628,2,5,1,"广东省","广州市","越秀区",3,6,140,4,3,2,"",0,6,2,5,31212,35
"10408",10526,5413,2,4,1,"广东省","深圳市","福田区",4,4,70,4,3,1,"2022/12/5",4,5,4,4,19872,17.5
"10409",10527,3287,2,3,1,"广东省","广州市","白云区",4,2,50,3,2,1,"2022/12/19",3,5,4,3,5276.0229,16.6666666666667
"10410",10528,4247,2,2,1,"广东省","广州市","天河区",3,4,80,2,2,1,"2022/12/20",3,5,5,5,23333,40
"10411",10529,7348,2,2,1,"广东省","广州市","荔湾区",3,4,120,3,2,1,"2022/9/29",3,7,5,5,19839,40
"10412",10530,6965,2,1,2,"广东省","江门市","新会区",3,4,110,6,4,1,"2022/12/26",3,3,3,5,632.0083041,18.3333333333333
"10413",10531,7861,2,3,1,"广东省","广州市","荔湾区",2,5,93,4,2,1,"2022/12/25",4,6,5,5,19839,23.25
"10414",10532,8911,1,3,1,"广东省","湛江市","赤坎区",4,2,92,3,3,1,"2022/12/19",3,2,4,4,6149.281826,30.6666666666667
"10415",10533,8127,1,5,1,"广东省","深圳市","罗湖区",3,4,86,4,3,1,"2022/12/15",3,6,4,4,14615,21.5
"10416",10534,2610,2,2,1,"广东省","广州市","荔湾区",2,6,78,5,3,1,"2022/12/15",3,5,5,4,19839,15.6
"10417",10535,7526,2,4,1,"广东省","广州市","荔湾区",3,2,120,4,2,2,"",0,6,5,5,19839,30
"10418",10536,3955,1,2,1,"广东省","佛山市","高明区",4,2,120,4,3,2,"",0,4,5,5,455.6809976,30
"10419",10537,5031,2,2,1,"广东省","广州市","荔湾区",6,1,95,4,3,1,"2023/1/15",4,5,5,3,19839,23.75
"10420",10538,5807,2,4,1,"广东省","深圳市","宝安区",2,4,140,3,2,2,"",0,6,5,5,6035.573397,46.6666666666667
"10421",10539,2754,2,2,2,"广东省","湛江市","徐闻县",4,4,88,4,2,1,"2022/12/10",3,2,5,2,327.6366539,22
"10422",10540,9003,1,2,1,"广东省","深圳市","南山区",2,10,50,1,NA,1,"2022/12/26",1,5,6,NA,9679,50
"10423",10541,9004,1,4,1,"广东省","广州市","天河区",5,4,91,3,2,1,"2022/12/19",4,5,5,5,23333,30.3333333333333
"10424",10542,3830,1,2,1,"广东省","深圳市","南山区",2,5,90,5,3,1,"2023/1/23",4,6,5,5,9679,18
"10425",10543,8922,2,2,1,"广东省","湛江市","遂溪县",2,8,75,4,3,1,"2023/1/2",4,2,5,2,373.0980138,18.75
"10426",10544,7364,2,4,1,"广东省","广州市","越秀区",3,4,104,3,2,2,"",0,5,5,5,31212,34.6666666666667
"10427",10545,6983,1,4,1,"广东省","深圳市","宝安区",5,10,60,4,3,2,"",0,5,3,3,6035.573397,15
"10428",10546,8139,2,3,1,"广东省","广州市","黄埔区",2,1,93,4,2,2,"",0,6,6,6,2459,23.25
"10429",10547,7750,2,4,1,"广东省","深圳市","罗湖区",3,3,110,4,3,1,"2022/12/10",3,6,5,5,14615,27.5
"10430",10548,8487,2,2,1,"广东省","广州市","荔湾区",4,4,95,4,3,1,"2022/12/17",4,6,5,5,19839,23.75
"10431",10549,5824,2,3,1,"广东省","佛山市","南海区",4,3,120,3,3,1,"2022/12/27",3,4,5,5,3134.139454,40
"10432",10550,7885,2,2,1,"广东省","肇庆市","端州区",3,10,105,3,3,1,"2022/12/25",3,4,5,5,3629.531719,35
"10433",10551,6903,2,3,1,"广东省","广州市","白云区",3,2,105,4,3,1,"2022/12/25",3,6,5,6,5276.0229,26.25
"10434",10552,7757,1,3,1,"广东省","佛山市","三水区",2,3,116,4,2,1,"2022/12/21",4,4,5,5,904.9630045,29
"10435",10553,4184,2,2,1,"广东省","广州市","海珠区",3,2,50,4,4,1,"2022/12/22",3,5,5,5,19890,12.5
"10436",10554,6517,1,4,1,"广东省","广州市","荔湾区",2,2,119,3,2,1,"2022/12/22",2,5,3,2,19839,39.6666666666667
"10437",10555,8018,1,3,1,"广东省","深圳市","罗湖区",2,5,89,4,4,1,"2022/12/30",4,5,6,6,14615,22.25
"10438",10556,5955,1,2,1,"广东省","广州市","白云区",3,2,123,3,1,1,"2022/12/28",3,5,4,3,5276.0229,41
"10439",10557,8406,2,3,1,"广东省","广州市","越秀区",3,3,73,4,2,1,"2022/12/22",4,6,5,5,31212,18.25
"10440",10558,3196,2,4,1,"广东省","广州市","白云区",2,3,135,3,2,1,"2022/12/29",3,6,4,5,5276.0229,45
"10441",10559,8546,1,2,1,"广东省","深圳市","宝安区",3,2,78,5,2,1,"2022/12/26",3,5,3,4,6035.573397,15.6
"10442",10560,8065,2,3,1,"广东省","广州市","海珠区",2,4,90,6,2,1,"2023/1/1",4,7,6,6,19890,15
"10443",10561,6270,1,3,2,"广东省","汕尾市","陆丰市",6,1,155,4,3,1,"2022/12/14",4,5,5,5,662.89614,38.75
"10444",10562,7423,1,3,1,"广东省","广州市","天河区",4,10,37,2,2,1,"2023/1/19",4,4,5,5,23333,18.5
"10445",10563,7130,1,3,1,"广东省","广州市","白云区",2,5,93,3,2,1,"2022/10/26",4,6,5,5,5276.0229,31
"10446",10564,5966,2,4,1,"广东省","深圳市","福田区",4,2,100,3,2,1,"2022/12/7",2,5,5,5,19872,33.3333333333333
"10447",10565,6619,2,2,1,"广东省","深圳市","南山区",2,4,130,4,3,1,"2022/12/25",2,6,5,5,9679,32.5
"10448",10566,6232,1,3,1,"广东省","深圳市","南山区",3,2,92,3,2,1,"2022/12/22",3,6,5,5,9679,30.6666666666667
"10449",10567,8288,2,2,1,"广东省","广州市","海珠区",3,3,115,4,2,1,"2022/12/27",4,6,5,5,19890,28.75
"10450",10568,5198,1,3,1,"广东省","广州市","越秀区",3,5,86,5,4,2,"",0,5,5,5,31212,17.2
"10451",10569,3369,1,2,1,"广东省","珠海市","斗门区",5,3,150,6,4,1,"2022/12/18",3,5,4,5,934.1329454,25
"10452",10570,8811,2,2,2,"广东省","茂名市","化州市",4,3,95,4,1,2,"",0,2,3,2,500.259194,23.75
"10453",10571,7908,2,3,1,"广东省","广州市","白云区",3,2,110,4,2,1,"2022/12/18",1,6,6,6,5276.0229,27.5
"10454",10572,9085,2,1,2,"广东省","广州市","荔湾区",4,3,68,4,3,1,"2022/12/20",4,5,3,2,19839,17
"10455",10573,3145,2,3,1,"广东省","惠州市","惠城区",3,2,120,3,2,1,"2022/12/2",3,4,5,5,972.4016116,40
"10456",10574,5852,1,3,1,"广东省","深圳市","罗湖区",2,4,80,5,4,1,"2022/12/15",4,5,5,5,14615,16
"10457",10575,4254,2,3,1,"广东省","广州市","白云区",4,2,100,3,1,2,"",0,5,4,3,5276.0229,33.3333333333333
"10458",10576,3058,2,3,1,"广东省","深圳市","南山区",2,6,94,4,2,1,"2022/12/8",3,5,5,5,9679,23.5
"10459",10577,6239,2,2,1,"广东省","广州市","增城区",2,4,113,3,2,1,"2022/12/12",4,5,7,7,941,37.6666666666667
"10460",10578,5205,2,3,1,"广东省","广州市","越秀区",3,4,105,7,4,1,"2022/12/21",3,6,4,5,31212,15
"10461",10579,6758,2,2,1,"广东省","深圳市","南山区",2,10,50,6,5,1,"2022/12/12",2,5,5,5,9679,8.33333333333333
"10462",10580,7650,2,2,1,"广东省","广州市","白云区",2,2,150,4,3,1,"2023/1/14",4,6,5,5,5276.0229,37.5
"10463",10581,5896,1,2,1,"广东省","广州市","荔湾区",4,6,45,3,1,1,"2022/12/20",4,5,3,3,19839,15
"10464",10582,6289,2,5,1,"广东省","广州市","荔湾区",5,3,41.2,4,4,1,"2022/12/24",4,5,3,2,19839,10.3
"10465",10583,7964,2,3,1,"广东省","广州市","花都区",3,2,105,4,2,1,"2023/1/8",1,6,6,6,1567.445487,26.25
"10466",10584,8740,2,2,1,"广东省","广州市","天河区",2,6,84,3,2,1,"2022/12/26",4,5,5,5,23333,28
"10467",10585,6507,2,4,1,"广东省","汕头市","潮阳区",4,4,120,5,3,1,"2022/12/29",3,4,3,5,1203.197195,24
"10468",10586,5862,1,2,1,"广东省","广州市","海珠区",2,6,93,4,4,1,"2022/12/26",4,6,4,5,19890,23.25
"10469",10587,7112,2,3,1,"广东省","广州市","海珠区",1,3,87,4,2,1,"2022/12/25",4,6,6,6,19890,21.75
"10470",10588,6467,2,3,1,"广东省","广州市","荔湾区",1,4,160,3,2,1,"2022/11/22",2,6,6,6,19839,53.3333333333333
"10471",10589,8097,2,3,1,"广东省","广州市","白云区",2,2,160,4,2,1,"2022/6/20",2,7,5,5,5276.0229,40
"10472",10590,8055,1,2,1,"广东省","茂名市","信宜市",4,2,120,3,3,2,"",0,4,3,2,300.5758493,40
"10473",10591,8015,2,2,1,"广东省","广州市","荔湾区",4,5,60,3,3,1,"2022/12/18",4,5,5,4,19839,20
"10474",10592,6904,1,1,2,"广东省","江门市","台山市",5,1,79,4,4,2,"",0,2,3,2,273,19.75
"10475",10593,5564,2,3,1,"广东省","广州市","越秀区",2,4,100,4,2,1,"2022/12/22",4,6,6,6,31212,25
"10476",10594,8140,2,3,1,"广东省","广州市","萝岗区",2,1,107,4,2,2,"",0,6,5,6,NA,26.75
"10477",10595,8058,2,2,2,"广东省","河源市","东源县",6,1,195,2,2,1,"2022/10/31",4,4,4,5,81.7419943,97.5
"10478",10596,6991,2,3,1,"广东省","广州市","荔湾区",3,5,90,4,3,2,"",0,6,5,5,19839,22.5
"10479",10597,8539,2,3,1,"广东省","江门市","江海区",2,4,110,5,2,1,"2022/12/14",4,4,6,4,3145.068473,22
"10480",10598,8669,2,2,1,"广东省","广州市","白云区",3,4,60,3,2,2,"",0,5,3,3,5276.0229,20
"10481",10599,5920,2,3,1,"广东省","深圳市","南山区",4,2,85,3,2,1,"2022/12/20",4,5,5,5,9679,28.3333333333333
"10482",10600,8757,2,2,1,"广东省","汕头市","龙湖区",4,1,115,7,7,1,"2022/12/26",2,4,4,4,9447.678051,16.4285714285714
"10483",10601,8414,1,2,1,"广东省","深圳市","罗湖区",2,5,103,3,3,1,"2022/12/25",4,5,5,5,14615,34.3333333333333
"10484",10602,5319,2,3,1,"广东省","广州市","白云区",4,2,82,5,4,1,"2022/12/20",3,5,5,5,5276.0229,16.4
"10485",10603,8848,1,5,1,"广东省","广州市","白云区",4,3,70,3,1,1,"2022/12/20",4,5,2,3,5276.0229,23.3333333333333
"10486",10604,7300,2,1,2,"广东省","云浮市","罗定市",5,1,100,7,5,1,"2022/12/23",4,3,3,3,370.2082059,14.2857142857143
"10487",10605,8847,1,3,1,"广东省","汕头市","龙湖区",4,2,89,4,3,2,"",0,3,4,3,9447.678051,22.25
"10488",10606,4720,1,3,2,"广东省","广州市","番禺区",5,5,95,3,2,1,"2022/12/22",3,5,5,5,3128.994635,31.6666666666667
"10489",10607,7946,1,2,1,"广东省","广州市","天河区",2,3,130,3,3,1,"2022/12/29",3,6,5,5,23333,43.3333333333333
"10490",10608,4856,1,4,1,"广东省","广州市","荔湾区",3,4,94,4,3,1,"2022/12/26",4,5,5,5,19839,23.5
"10491",10609,5885,1,3,2,"广东省","汕头市","金平区",5,3,78,4,2,1,"2022/12/14",4,2,5,2,5013.369256,19.5
"10492",10610,8598,2,3,1,"广东省","广州市","越秀区",2,3,115,5,4,1,"2022/12/17",4,6,5,5,31212,23
"10493",10611,6281,1,2,1,"广东省","广州市","荔湾区",1,6,99,2,2,1,"2022/12/28",3,5,5,5,19839,49.5
"10494",10612,7433,2,3,1,"广东省","广州市","海珠区",2,10,95,4,2,1,"2022/12/23",3,7,5,5,19890,23.75
"10495",10613,6672,1,3,1,"广东省","广州市","荔湾区",3,4,155,4,3,1,"2022/12/29",4,7,5,5,19839,38.75
"10496",10614,6542,2,3,1,"广东省","广州市","荔湾区",3,2,81,3,2,1,"2022/12/23",4,6,5,5,19839,27
"10497",10615,5976,2,3,1,"广东省","深圳市","龙岗区",2,2,115,4,3,1,"2022/12/16",4,5,5,6,4390.330641,28.75
"10498",10616,7271,2,2,1,"广东省","广州市","白云区",4,3,98,2,2,1,"2022/12/22",3,6,5,5,5276.0229,49
"10499",10617,7009,1,1,1,"广东省","广州市","海珠区",2,2,89,3,2,1,"2022/12/7",4,5,3,5,19890,29.6666666666667
"10500",10618,4816,1,2,1,"广东省","广州市","荔湾区",2,3,110,4,3,1,"2022/12/25",4,7,5,5,19839,27.5
"10501",10619,6886,1,5,1,"广东省","佛山市","顺德区",3,4,129,6,6,1,"2022/12/13",3,4,4,5,3732.083111,21.5
"10502",10620,7139,2,3,1,"广东省","佛山市","禅城区",3,4,120,5,2,2,"",0,4,5,6,7881.33145,24
"10503",10621,5635,2,3,1,"广东省","深圳市","宝安区",3,5,105,5,2,1,"2022/12/29",4,6,5,6,6035.573397,21
"10504",10622,3988,2,2,1,"广东省","深圳市","罗湖区",3,3,160,3,2,1,"2022/12/17",2,7,5,5,14615,53.3333333333333
"10505",10623,6205,1,2,1,"广东省","深圳市","龙岗区",5,2,120,4,4,2,"",0,5,5,5,4390.330641,30
"10506",10624,7877,2,3,1,"广东省","广州市","从化区",3,2,105,4,2,1,"2022/12/6",1,6,5,6,359,26.25
"10507",10625,5170,2,4,1,"广东省","广州市","天河区",4,4,48,6,1,1,"2022/12/27",4,5,3,3,23333,8
"10508",10626,4782,1,4,1,"广东省","广州市","白云区",4,2,91,5,3,1,"2022/12/22",4,5,5,3,5276.0229,18.2
"10509",10627,5302,2,4,1,"广东省","广州市","天河区",6,1,180,3,3,1,"2022/12/22",3,6,4,5,23333,60
"10510",10628,8785,2,2,2,"广东省","佛山市","南海区",5,5,115,3,2,1,"2022/12/19",4,3,3,3,3134.139454,38.3333333333333
"10511",10629,7622,2,2,2,"广东省","深圳市","盐田区",5,10,75,3,3,1,"2022/12/31",4,5,5,5,2906.018189,25
"10512",10630,6036,1,3,1,"广东省","广州市","白云区",4,3,60,3,2,1,"2022/12/20",3,5,5,5,5276.0229,20
"10513",10631,7327,2,3,1,"广东省","广州市","荔湾区",3,3,125,3,3,1,"2022/12/24",3,6,5,4,19839,41.6666666666667
"10514",10632,8142,2,3,1,"广东省","广州市","增城区",2,1,105,4,2,2,"",0,6,6,6,941,26.25
"10515",10633,9107,1,5,2,"广东省","佛山市","高明区",5,3,89,2,2,2,"",0,2,2,1,455.6809976,44.5
"10516",10634,8638,2,4,1,"广东省","广州市","白云区",4,2,80,4,4,1,"2023/1/5",3,5,3,5,5276.0229,20
"10517",10635,4939,2,4,2,"广东省","汕头市","潮南区",5,5,100,6,3,1,"2022/12/13",3,4,5,5,2064,16.6666666666667
"10518",10636,2818,1,2,1,"广东省","广州市","天河区",1,6,87,3,3,1,"2022/12/24",4,5,5,4,23333,29
"10519",10637,7887,2,2,1,"广东省","广州市","番禺区",4,5,90,4,4,1,"2022/12/15",2,5,5,5,3128.994635,22.5
"10520",10638,7989,2,2,2,"广东省","汕头市","潮南区",5,1,93,5,3,1,"2022/12/19",3,2,5,2,2064,18.6
"10521",10639,7253,1,4,1,"广东省","佛山市","南海区",3,3,110,5,3,1,"2022/12/20",2,4,4,4,3134.139454,22
"10522",10640,8367,2,3,1,"广东省","深圳市","龙岗区",2,4,98,4,2,1,"2022/12/15",3,6,6,6,4390.330641,24.5
"10523",10641,5850,2,3,1,"广东省","广州市","天河区",3,10,81,4,4,1,"2022/12/22",4,6,5,5,23333,20.25
"10524",10642,4847,2,3,1,"广东省","广州市","白云区",2,4,160,4,2,2,"",0,6,5,5,5276.0229,40
"10525",10643,6482,2,2,1,"广东省","广州市","白云区",2,6,81,4,3,1,"2022/3/11",4,5,5,5,5276.0229,20.25
"10526",10644,7260,2,3,1,"广东省","广州市","海珠区",2,10,93,5,2,2,"",0,6,5,5,19890,18.6
"10527",10645,3724,1,4,1,"广东省","广州市","白云区",4,2,78,7,5,1,"2022/12/19",3,5,5,4,5276.0229,11.1428571428571
